Course Name,Prerequisites,Credits,Course Length,Grade Year,is AP,is Honors,Course Description,Department,Number
AP PHYSICS 2 (458),Successful completion of AP Physics 1 Algebra 2 and an AP Science application is required. and completed or currently in Pre-Calculus.,6.0,Full Year,,True,False,Completion of a summer assignment may be required for this course.This course follows the curriculum set forth by the College Board and is equivalent to a second semester algebra-based Physics course.  Students must have taken AP Physics 1 as a prerequisite course.  Minimum grades of “B” or higher in AP Physics 1 and Algebra 2 Honors are good predictors for success in this course.  Topics include fluid statics and dynamics thermodynamics electrostatics electrical circuits magnetic fields electromagnetism physical and geometric optics and topics in modern physics.  There will be a focus on inquiry-based laboratory activities which challenge students to design and carry out experiments targeting certain learning objectives.  After the AP exam in May students will utilize their conceptual and mathematical understanding to successfully complete engineering design challenges.  It is expected that all students take the AP Physics 2 exam in May.,Science,156
AP PHYSICS C Mechanics (456),Successful completion of AP Physics 1 Algebra 1 2 Geometry and Pre-Calculus and an AP Science application is required and completed or currently in Calculus.,6.0,Full Year,,True,False,Completion of a summer assignment may be required for this course.Advanced Placement Physics C: Mechanics is designed to be the equivalent of a college level course in calculus-based physics. This course provides the same foundation available in college for students majoring in the physical sciences or engineering and is an intensive and analytical course with calculus applied whenever appropriate. AP Physics C: Mechanics provides instruction in each of the following content areas: kinematics; Newton’s laws of motion; work energy and power; systems of particles and linear momentum; circular motion and rotation; and oscillation and gravitation.  Minimum grades of “B” or higher in Pre-Calculus Honors and AP Physics 1 are good predictors for success in this course. It is expected that all students take the AP Physics C - Mechanics exam in May.,Science,157
AP PHYSICS C Electricity and Magnetism (455),Successful completion of AP Physics 1 Algebra 1 2 Geometry and Pre-Calculus and an AP Science application is required and completed or currenlty in Calculus.,6.0,Full Year,,True,False,Completion of a summer assignment may be required for this course.Advanced Placement Physics C: Electricity and Magnetism is designed to be the equivalent of a college level course in calculus-based physics.  This course provides the same foundation available in college for students majoring in the physical sciences or engineering and is an intensive and analytical course with calculus applied whenever appropriate.  AP Physics C: Electricity and Magnetism provides instruction in each of the following content areas: electrostatics conductors capacitors and dielectrics; electric circuits; magnetic fields; and electromagnetism.  Minimum grades of “B” or higher in Pre-Calculus Honors and AP Physics 1 are good predictors for success in this course.  It is expected that all students take the AP Physics C – Electricity and Magnetism exam in May.,Science,158
AP SEMINAR (234),AP Seminar application and teacher recommendation required.  Due to limited availability enrollment in this course is based on acceptance into the program.,5.0,Full Year,10-11,True,False,Completion of a summer assignment may be required for this course.  Please check with the instructor for further details.Students must apply and be selected for this two-year AP Capstone program. Students will develop their analytical skills by exploring appropriate themes and topics selected by the teachers and the students. Students will learn to synthesize information from multiple sources develop their own perspectives in research-based essays and design oral and visual representations. Students will be expected to complete an individual paper presentation and end-of-course exam as well as a team research project. These benchmark assignments will be submitted to the College Board and contribute to the final AP score. The second course needed to complete the AP Capstone program AP Research will be offered the following school year.,Science,159
AP RESEARCH (235),Successful completion of AP Seminar.,5.0,Full Year,,True,False,"Completion of a summer assignment may be required for this course.  Please check with the instructor for further details.This full-year elective course will be the second class needed to complete the two-year AP Capstone program. This course will allow students to deeply explore an academic topic problem or issue of their own choice and interest. Through this investigation students will cultivate the skills and discipline necessary to conduct independent research. Students will learn to design an effective and ethical plan of investigation which utilizes various academic research methods. The students will demonstrate their understanding by constructing a 5,000-word academic thesis paper as well as present and perform an oral defense of their research methodology.",Science,160
SUSTAINABILITY SCIENCE (444),Successful completion of Biology and Natural Resources and Ecology.,6.0,Full Year,,False,False,In this is the culminating course for the LHS Sustainability Pathway students will assume the role of researcher and steward to their communities both local and global. Designed for a student interested in pursuing a career in environmental engineering or sustainable business this course is a hand-on independent study with the teacher assuming the role as coach to assist in student-driven projects. Sustainability Science is devoted to applying science and engineering practices to confronting sustainability issues within our community at the local national and global scale. Major units of study are tailored to students’ individual interests. This project-based course will combine independent research experimentation engineering design and community outreach opportunities with the LHS community local businesses and universities.,Science,161
INTRODUCTION TO RESEARCH METHODS HONORS (423),Successful completion of Biology.,,5 Credits,,False,True,Grade 10 Completion of a summer assignment is required for this course.The Science Research program at Livingston High School is a three-year sequence of courses that begins with the 10th Grade student. Students have the opportunity to perform research projects and participate in the scientific research community as part of their high school experience. They will learn time management sophistication in dealing with professionals and bibliographic research using online services. Students choose a topic from mathematics physical sciences life sciences social sciences or psychology and pursue this research for three years. The first year is dedicated to searching for and defining a topic of interest learning the process of primary article dissection basic statistics presentation of knowledge in written and oral forms finding a mentor and collaborating to host the Annual Science Research Symposium.,Science,162
INTERMEDIATE RESEARCH METHODS HONORS (434),Minimum grade of B in Introduction to Research Methods Honors.,5.0,Full Year,,False,True,Completion of a summer assignment is required for this course.This is the second course in the three-year Science Research Program. After completing a summer research experience students will continue obtaining evaluating and synthesizing primary sources on their topic of interest. They will engage in activities that help them to strengthen their ability to pose research questions design experimental procedures analyze and interpret data construct explanations and communicate their findings. Students will solidify a summer experience in which they will conduct authentic research on their topic which allows them to write their culminating research paper during their senior year. Students in Intermediate Research Methods Honors will take a leadership role in developing and executing the Science Research Program’s Annual Science Symposium.,Science,163
ADVANCED RESEARCH METHODS (443),Minimum grade of B in Intermediate to Research Methods Honors.,5.0,Full Year,,False,False,Completion of a summer assignment is required for this course.After conducting their authentic research projects during the summer students in Advanced Research Methods will write their culminating research paper. This paper will include an abstract introduction methods section data and analysis section discussion section acknowledgements and literature cited. These research papers will be submitted to various Science Research competitions throughout the year. Students will also develop presentations on their research which will include elevator speeches and a 10-12 minute PowerPoint presentation. As seniors these students will be the keynote speakers at the Science Research Annual Science Symposium. Because of the level of advanced research conducted this course will receive AP weighting when grades are calculated.,Science,164
ASTRONOMY (433),Successful completion of Biology.,2.5,Semester,10-12,False,False,Science begins with observation.  Ancient societies used the motions of the Sun Moon and stars to establish their cultures and sustain their people.  The field of astronomy has changed dramatically over the last millennia and with every new discovery our understanding of the Universe changes as well.  This semester course is designed to provide students with an exploratory experience in astronomy topics including: gravity orbital motion constellations moon phases telescopes the solar system stellar evolution galaxies the big bang and the possibility of life outside our solar system.  Hands-on lab activities as well as use of the STARLAB simulator are methods to explore these topics in greater depth.,Science,165
NATURAL DISASTERS (438),Successful completion of Biology.,2.5,Semester,10-12,False,False,This semester course will use historical case studies to examine the causes and impacts of natural disasters such as tsunamis earthquakes volcanoes and hurricanes.  To accomplish this students will learn how Earth systems and processes work how humans interact with them with sometimes disastrous results and how disasters can be mitigated.  Socioeconomic issues such as economic costs costs to human and ecosystem health and aid relief and recovery in developed versus undeveloped nations will be incorporated into class discussions.,Science,166
ORGANIC CHEMISTRY (436),Successful completion of Biology and Chemistry.,2.5,Semester,11-12,False,False,"Organic Chemistry is a semester course designed to provide a general background in organic chemistry for students interested in any medical field or a specific career in science. Organic Chemistry deals specifically with the structures synthesis and reactions of carbon-containing compounds. This organic chemistry course will help students to understand the reactions industrial uses biological significance and environmental concerns associated with alkanes alkenes alkynes alcohols ethers aldehydes ketones organic acids and amines as well as provide students with an introduction to polymer chemistry.   Topics have been chosen by carefully examining prerequisite knowledge from biology and chemistry classes looking at background information needed for college medical school and other professional fields and by examining the relevancy of the material in terms of students’ lives.  Labs are scheduled within regular class periods and are all safe hands-on"" activities.  A minimum grade of “B” in Chemistry CP or a grade of “C” in Chemistry Honors would be a good predictor for success in this course.""",Science,167
GENERAL MODERN WORLD HISTORY (271),This course is assigned at the recommendation of the Child Study Team and is a Resource Center Level course.,5.0,Full Year,,False,False,This required course is the foundation of the Social Studies program and is designed to give students an international perspective on the historical forces that shape the global community.  Students will develop social studies skills and consider the impact of current issues in Europe Asia the Middle East Latin America and Africa.  This course is designed for students with emergent critical thinking reading writing and oral communication skills.  The goals and objectives identified in each student’s IEP will be addressed throughout this course.,Social Studies,168
MODERN WORLD HISTORY CP (212),None.,5.0,Full Year,,False,False,This required course represents the foundation of the Social Studies program at the High School.  The course is designed to give students an international perspective on the historical forces that have shaped the global community. Students will analyze the complex and interdependent roots of the political social cultural and economic structures in Europe Asia the Middle East Latin America and Africa. A primary question is how historical decisions and forces shaped current issues and cultural intersections in all continents. Students will consider the patterns of individuals and societies interactions with their environment and surrounding both past and present. Through a thematic organization this course enables students to examine human development and interactions across time periods. This approach allows students to assess the historical impact of each of these themes on our modern world.,Social Studies,169
MODERN WORLD HISTORY HUMANITIES CP (212H),None.,5.0,Full Year,,False,False,Must be taken in conjunction with English 1 HumanitiesThis interdisciplinary course will link four subjects (History English Art and Music) to explore the historical literary and cultural influences that have shaped the United States. Students will have a dedicated period for both English and History and will have an Art and Music teacher assigned to both sections for supplemental lessons.  Students will be immersed in a variety of texts including literature non-fiction electronic media film music and fine arts in order to create their own original print and non-print works. Students will have opportunities for experiential learning through field trips projects and specialized art and music lessons that highlight the humanities curriculum. These courses are designed to synthesize concepts in Modern World History the acquisition of literacy skills and an appreciation and application of the Fine and Performing Arts as a way of developing a cohesive understanding of the human experience from the Renaissance to the present.  Selection of 9th grade Humanities will require two dedicated class periods and will fulfill the Social Studies and English standards required for graduation by the state of New Jersey.,Social Studies,170
MODERN WORLD HISTORY HONORS (210),None.,5.0,Full Year,,False,True,This required course represents the foundation of the social studies program at the high school. The design of the course will encourage students to examine topics in greater depth with an emphasis on the evaluation of how historical events shaped the global community.  Students will apply their understanding to assess political social cultural and economic development within an international framework. Independent reading informative class discussion and research-based assignments facilitate student interaction with course themes and contemporary issues.  Through a thematic organization this course enables students to trace important developments that influence human interaction across time periods. This approach allows students to assess the historical impact of each of these themes on our modern world and develop global citizenship competencies including cultural competence empathy and interdisciplinary problem solving.,Social Studies,171
MODERN WORLD HISTORY HUMANITIES HONORS (210H),None.,5.0,Paired with English 1 Humanities H,,False,True,Grade 9 Must be taken in conjunction with English 1 Humanities Honors This interdisciplinary course will link four subjects (History English Art and Music) to explore the historical literary and cultural influences that have shaped the United States. Students will have a dedicated period for both English and History and will have an Art and Music teacher assigned to both sections for supplemental lessons.  Students will be immersed in a variety of texts including literature non-fiction electronic media film music and fine arts in order to create their own original print and non-print works. Students will have opportunities for experiential learning through field trips projects and specialized art and music lessons that highlight the humanities curriculum. These courses are designed to synthesize concepts in Modern World History the acquisition of literacy skills and an appreciation and application of the Fine and Performing Arts as a way of developing a cohesive understanding of the human experience from the Renaissance to the present.  Selection of 9th grade Humanities will require two dedicated class periods and will fulfill the Social Studies and English standards required for graduation by the state of New Jersey.  Honors will be distinguished by a variety of additional independent readings informative class discussions and research-based assignments to highlight the relationship between course themes and contemporary issues.,Social Studies,172
GENERAL US HISTORY 1 (272),This course is assigned at the recommendation of the Child Study Team and is a Resource Center Level course.,5.0,Full Year,,False,False,This required course is designed to give students insight into the historical forces that shaped and continue to shape New Jersey and the United States. Students will consider the importance of the basic foundations of the United States from the pre-colonial period to the end of the 19th century and make connections to current local and national events. This course is designed for students with emergent critical thinking reading writing and oral communication skills.  The goals and objectives identified in each student’s IEP will be addressed throughout this course.,Social Studies,173
US HISTORY 1 CP (232),Successful completion of Modern World History.,5.0,Full Year,,False,False,This course examines the history of the United States from the geo-political context in which the colonies were founded to the United States as an emerging power during the early 20th century. This required course is designed to give students insight into the historical forces that shaped and continue to shape New Jersey and the United States. Students will analyze the complex political social cultural and economic foundations of the United States and make connections to current local and national events.  Students will explore the Constitution as a founding document of the United States and examine the forces of change that tested the Constitution.,Social Studies,174
US HISTORY 1 HUMANITIES CP (232H),Successful completion of Modern World History.,5.0,Paired with English 2 Humanities CP,,False,False,"Grade 10 Must be taken in conjunction with English 2 Humanities This interdisciplinary course will link four subjects (History English Art and Music) to explore the historical literary and cultural influences that have shaped the United States. Students will have a dedicated period for both English and History and will have an Art and Music teacher assigned to both sections for supplemental lessons.  In this humanities course students will examine the economic literary political ,and intellectual influences that helped develop a unique American identity from Pre-Columbian societies and continuing through the beginning of the 20th century.  Students will be immersed in a variety of texts including literature non-fiction electronic media film music and fine arts in order to create their own original print and non-print works. Students will have opportunities for experiential learning through field trips projects and specialized art and music lessons that highlight the humanities curriculum. These courses are designed to synthesize concepts in Modern American History the acquisition of literacy skills and an appreciation and application of the Fine and Performing Arts as a way of developing a cohesive understanding of the human experience from the turn of the 20th century to the present.  Selection of 10th grade Humanities will require two dedicated class periods and will fulfill the Social Studies and English standards required for graduation by the state of New Jersey.",Social Studies,175
US HISTORY 1 HONORS (230),Successful completion of Modern World History.,5.0,Full Year,,False,True,Completion of a summer assignment is required for this course. This course is designed to prepare students for the United States History II Advanced Placement course.  Students will be introduced to a rigorous academic curriculum and AP-caliber assignments and assessments that will include multiple choice and open-ended questions. Students are expected to independently read and take notes on the same textbook that is used in AP USII.  Students selecting this course should also demonstrate a strong aptitude for writing.  This course will provide students with a strong factual and analytical experience with selected themes in early American history.  Students will not only evaluate the historic forces that shaped the development of the United States from pre-Columbian societies continuing through the end of the 19th century but also will analyze various interpretations of the past and develop new interpretations that address current trends in historiography. An online preview form is strongly encouraged to complete prior to registering for US History 1 Honors. While not required this serves as an additional opportunity to preview the course and make informed scheduling decisions.For students enrolling in an AP or Honors level Social Studies course for the first time: A one week LPS Bridge Course to support your transition to the rigor of this level of coursework is available during August 2025 as part of the LPS Summer Academy. Click here to learn more and check the LPS Website for more information and to register.,Social Studies,176
US HISTORY 1 HUMANITIES HONORS (230H),Successful completion of Modern World History.,5.0,Paired with English 2 Humanities H,,False,True,"Grade 10 Must be taken in conjunction with English 2 Humanities HonorsThis interdisciplinary course will link four subjects (History English Art and Music) to explore the historical literary and cultural influences that have shaped the United States. Students will have a dedicated period for both English and History and will have an Art and Music teacher assigned to both sections for supplemental lessons.  In this humanities course students will examine the economic literary political ,and intellectual influences that helped develop a unique American identity from Pre-Columbian societies and continuing through the beginning of the 20th century.  Students will be immersed in a variety of texts including literature non-fiction electronic media film music and fine arts in order to create their own original print and non-print works. Students will have opportunities for experiential learning through field trips projects and specialized art and music lessons that highlight the humanities curriculum. These courses are designed to synthesize concepts in Modern American History the acquisition of literacy skills and an appreciation and application of the Fine and Performing Arts as a way of developing a cohesive understanding of the human experience from the turn of the 20th century to the present.  Selection of 10th grade Humanities will require two dedicated class periods and will fulfill the Social Studies and English standards required for graduation by the state of New Jersey.  Honors will be distinguished by a variety of additional independent readings informative class discussions and research-based assignments to highlight the relationship between course themes and contemporary issues.",Social Studies,177
GENERAL US HISTORY 2 (273),This course is assigned at the recommendation of the Child Study Team and is a Resource Center Level course.,5.0,Full Year,,False,False,This course is designed to give students insight into the historical forces that shaped and continue to shape New Jersey and the United States. Students will develop social studies skills and consider the importance of the basic foundations of the United States from the end of the 19th century to the present and make connections to current local and national events. This course is designed for students with emergent critical thinking reading writing and oral communication skills.  The goals and objectives identified in each student’s IEP will be addressed throughout this course.,Social Studies,178
US HISTORY 2 CP (242),Successful completion of US History 1.,5.0,Full Year,,False,False,This course is designed to give students insight into the historical forces that shaped—and continue to shape—New Jersey and the United States. Students will analyze the complex political social cultural and economic foundations of the United States from the Progressive Era to the present and make connections to current local and national events. The design of the course will encourage students to examine topics in greater depth with an emphasis on the evaluation of how events shaped modern American culture.,Social Studies,179
US HISTORY 2 HUMANITIES CP (242H),Successful completion of United States History 1.,5.0,Paired with English 3 Humanities CP,,False,False,Grade 11 Must be taken in conjunction with English 3 HumanitiesThis interdisciplinary course will link four subjects (History English Art and Music) to explore the historical literary and cultural influences that have shaped the United States. Students will have a dedicated period for both English and History and will have an Art and Music teacher assigned to both sections for supplemental lessons.  Students will be immersed in a variety of texts including literature non-fiction electronic media film music and fine arts in order to create their own original print and non-print works. Students will have opportunities for experiential learning through field trips projects and specialized art and music lessons that highlight the humanities curriculum. These courses are designed to synthesize concepts in Modern American History the acquisition of literacy skills and an appreciation and application of the Fine and Performing Arts as a way of developing a cohesive understanding of the human experience from the turn of the 20th century to the present.  Art and Music teachers will supplement instruction and enrich content.  Selection of 11th grade Humanities will require two dedicated class periods and will fulfill the Social Studies and English standards required for graduation by the state of New Jersey.,Social Studies,180
US HISTORY 2 HONORS (244),Successful completion of US History 1.,5.0,Full Year,,False,True,This course is designed to give students insight into the historical forces that shaped—and continue to shape—New Jersey and the United States. Students will analyze the complex political social cultural and economic foundations of the United States from the Progressive Era to the present and make connections to current local and national events. The design of the course will encourage students to examine topics in greater depth with an emphasis on the evaluation of how events shaped modern American culture. Frequent and lengthy assignments will be used to analyze the impact of historical themes on contemporary issues. These assignments will include the independent reading of a historical novel and completion of an analytical research paper.,Social Studies,181
US HISTORY 2 HUMANITIES H (244H),Successful completion of United States History 1.,5.0,Paired with English 3 Humanities H,,False,False,Grade 11 Must be taken in conjunction with English 3 Humanities HonorsThis interdisciplinary course will link four subjects (History English Art and Music) to explore the historical literary and cultural influences that have shaped the United States. Students will have a dedicated period for both English and History and will have an Art and Music teacher assigned to both sections for supplemental lessons.  Students will be immersed in a variety of texts including literature non-fiction electronic media film music and fine arts in order to create their own original print and non-print works. Students will have opportunities for experiential learning through field trips projects and specialized art and music lessons that highlight the humanities curriculum. These courses are designed to synthesize concepts in Modern American History the acquisition of literacy skills and an appreciation and application of the Fine and Performing Arts as a way of developing a cohesive understanding of the human experience from the turn of the 20th century to the present.  Art and Music teachers will supplement instruction and enrich content.  Selection of 11th grade Humanities will require two dedicated class periods and will fulfill the Social Studies and English standards required for graduation by the state of New Jersey.  Honors will be distinguished by a variety of additional independent readings informative class discussions and research-based assignments to highlight the relationship between course themes and contemporary issues.,Social Studies,182
AP US HISTORY 2 (241),Successful completion of US History 1.,5.0,Full Year,,True,False,Completion of a summer assignment is required for this course.This course is a continuation of the two-year sequence in United States History and is one of the most challenging courses offered by the Social Studies Department. Following the national College Board Advanced Placement United States History curriculum this course is designed to give students a strong analytical experience with selected themes and historical thinking skills.  Students will not only evaluate the historic forces that shaped the development of the United States from the end of the 19th century to the modern world but also will analyze multiple interpretations of the past and develop new interpretations that address current trends in historiography.  It is expected that all students take the AP United States History exam in May.For students enrolling in an AP or Honors level Social Studies course for the first time: A one week LPS Bridge Course to support your transition to the rigor of this level of coursework is available during August 2025 as part of the LPS Summer Academy. Click here to learn more and check the LPS Website for more information and to register.,Social Studies,183
AP AFRICAN AMERICAN STUDIES (262),Successful completion of US History I.,5.0,Full Year,11-12,True,False,Completion of a summer assignment is required for this course.AP African American Studies follows a rigorous curriculum set by the national College Board Advanced Placement.  This course is a multidisciplinary approach to the study of African American history and culture from the emergence of slavery in the American colonies to the present. It intends to focus on forced and voluntary migrations such as the slave trade and the Great Migration cultural movements such as the Harlem Renaissance and political movements such as the struggle for Civil Rights.  This course complies with the Amistad New Jersey State Mandate.  This course will also place the experiences of ordinary African Americans in the context of these movements as well as in the larger templates of national and international histories.  It is expected that all students take the AP African American Studies exam in May.,Social Studies,184
AP COMPARATIVE GOVERNMENT AND POLITICS (260),Successful completion of Grade 9.,5.0,Full Year,10-12,True,False,Completion of a summer assignment is required for this course.Comparative Government and Politics follows a rigorous curriculum set by the national College Board Advanced Placement designed to introduce students to the rich diversity of political life outside the United States. The course uses a comparative approach to examine the political structures; policies; and the political economic and social challenges among six selected countries: Great Britain Mexico Russia Iran China and Nigeria. This course is designed to introduce students to fundamental concepts used by political scientists to study the governments and politics. It is expected that all students take the AP Comparative Politics exam in May.,Social Studies,185
AP HUMAN GEOGRAPHY (252),Successful completion of Grade 9 and AP Human Geography application is required.,5.0,Full Year,10-12,True,False,Completion of a summer assignment is required for this course.AP Human Geography is an introductory college-level human geography course. Students cultivate their understanding of human geography through data and geographic analyses as they explore topics like patterns and spatial organization human impacts and interactions with their environment and spatial processes and societal changes. This course follows the curriculum from the most recent course and exam description by the College Board. Students looking to apply their classroom work to the real world have the opportunity to enroll in AP Human Geography WE Service.  In the AP with WE Service program students engage in service learning activities to strengthen their understanding of AP course content and skills using what they’re learning to tackle real-life social issues. There is an opportunity for students to earn college credit by taking the AP Human Geography exam in May.,Social Studies,186
AP SEMINAR (234),AP Seminar application approval and teacher recommendation required.,5.0,Full Year,10-11,True,False,Completion of a summer assignment may be required for this course.  Please check with the instructor for further details.Students must apply and be selected for this two-year AP Capstone program. Students will develop their analytical skills by exploring appropriate themes and topics selected by the teachers and the students. Students will learn to synthesize information from multiple sources develop their own perspectives in research-based essays and design oral and visual representations. Students will be expected to complete an individual paper presentation and end-of-course exam as well as a team research project. These benchmark assignments will be submitted to the College Board and contribute to the final AP score. The second course needed to complete the AP Capstone program is AP Research.,Social Studies,187
AP RESEARCH (235),Successful completion of AP Seminar.,5.0,Full Year,,True,False,"Completion of a summer assignment may be required for this course.  Please check with the instructor for further details.This full-year elective course will be the second class needed to complete the two-year AP Capstone program. This course will allow students to deeply explore an academic topic problem or issue of their own choice and interest. Through this investigation students will cultivate the skills and discipline necessary to conduct independent research. Students will learn to design an effective and ethical plan of investigation which utilizes various academic research methods. The students will demonstrate their understanding by constructing a 5,000-word academic thesis paper as well as present and perform an oral defense of their research methodology.",Social Studies,188
AP WORLD HISTORY: MODERN (261),Successful completion of Grade 9.,5.0,Full Year,10-12,True,False,Following the National College Board Advanced Placement curricula this course is designed to develop students’ abilities to think conceptually about world history from 1200 CE to the present. Students will apply historical thinking & writing skills as they explore five themes of human development. AP World History encompasses the history of the five major geographical regions of the globe: Africa the Americas Asia Europe and Oceania with special focus on historical developments and processes that cross multiple regions. It is expected that all students take the AP World History exam in May.,Social Studies,189
AP US GOVERNMENT AND POLITICS (250),Successful completion of US History 1.,5.0,Full Year,11-12,True,False,Following the national College Board Advanced Placement curriculum AP United States Government and Politics introduces students to key political ideas institutions policies interactions roles and behaviors that characterize the political culture of the United States. The course examines politically significant concepts and themes through which students learn to apply disciplinary reasoning to assess the causes and consequences of political events and interpret data to develop evidence-based arguments It is expected that all students take the AP US Government and Politics exam in May.,Social Studies,190
MODERN EUROPEAN HISTORY CP (222),Successful completion of Grade 11.,5.0,Full Year,,False,False,This full-year course is designed to give students insight into the historical forces that continue to define Europe. Students will analyze the complex political social cultural and economic foundations of Europe from the 14th century to the present with particular emphasis on events in the 20th century. This course is designed for students with above-average critical thinking reading writing and oral communication skills.,Social Studies,191
MODERN EUROPEAN HISTORY HONORS (220),Successful completion of Grade 11.,5.0,Full Year,,False,True,Completion of a summer assignment is required for this course.This full-year course is designed to give students insight into the historical forces that continue to define Europe. Students will analyze the complex political social cultural and economic foundations of Europe from the 14th century to the present with particular emphasis on events in the 20th century. Frequent and lengthy assignments will be used to analyze the impact of historical themes on contemporary issues.  This course is designed for students with above-average critical thinking reading writing and oral communication skills.,Social Studies,192
AP EUROPEAN HISTORY (251),Successful completion of Grade 11 and AP European History application is required.,5.0,Full Year,,True,False,Completion of a summer assignment is required for this course.Following the national College Board Advanced Placement curriculum this course is designed to give students a strong analytical experience with selected themes in European history.  Students will not only evaluate the historic forces that shaped the development of Europe from 1350 to the present but also will analyze multiple interpretations of the past and develop new interpretations that address current trends in historiography.  It is expected that all students take the AP European History exam in May.,Social Studies,193
HOLOCAUST AND GENOCIDE STUDIES (245),Successful completion of US History 2.,5.0,Full Year,,False,False,"As a dual enrollment course students who successfully complete this course will be eligible to receive three (3) college credits and an official college transcript from Kean University.  This course is designed to give students the opportunity to consider the origins conduct and legacy of genocide from the early 20th century to the present. Students will analyze the Armenian Genocide the Holocaust the Cambodian “Killing Fields,” the Bosnian Crisis the Rwandan Massacre and the controversial genocide in the Sudan. This course complies with the New Jersey State Mandate for Holocaust and Genocide Education.",Social Studies,194
AP PSYCHOLOGY (249),Successful completion of Grade 11.,5.0,Full Year,,True,False,Completion of a summer assignment is required for this course.This course follows the National College Board Advanced Placement and is designed to provide a rigorous university-level survey of Psychology.  Students will examine the systematic and scientific study of the behavior and mental processes of human beings.  Students will examine the psychological terms concepts and theories associated with each of the major perspectives within psychology.  Students will also learn and apply the methodology psychologists employ in their practice. AP Psychology offers a course and exam in psychology via the College Board to qualified students who wish to receive college-level credit for an introductory psychology course (i.e. Psychology 101). It is strongly recommended that students take the AP Psychology exam in May.,Social Studies,195
AFRICAN AMERICAN STUDIES (237),Successful completion of Grade 9.,2.5,Semester,10-12,False,False,This course combines history and literature to survey African American history and culture from the emergence of slavery in the American colonies to the present. It intends to focus on forced and voluntary migrations such as the slave trade and the Great Migration cultural movements such as the Harlem Renaissance and political movements such as the struggle for Civil Rights.  This course complies with the Amistad New Jersey State Mandate.  This course will also place the experiences of ordinary African Americans in the context of these movements as well as in the larger templates of national and international histories.,Social Studies,196
GENDER STUDIES (227),Successful completion of Grade 9.,2.5,Semester,10-12,False,False,This course is designed to give students insight into the experiences historical conditions and concerns of women both in the present and the past.  Students will identify and think critically about issues of gender and develop an awareness of women’s status rights and opportunities in societies around the world.,Social Studies,197
MIDDLE EASTERN STUDIES (223),Successful completion of Grade 9.,2.5,Semester,10-12,False,False,"This course is designed to encourage a sophisticated understanding of the conflicts and challenges that have defined the Middle East over the last 100 years.  Students will analyze the region’s history geography politics economy religions and varied cultures.  Ultimately the purpose of this course is to provide an introductory approach to better understand the dynamics in this volatile region and to cultivate a greater understanding of the integral relationship between a region’s geography society and economy.  By the end of this course students will have a deep understanding of the geopolitical climate of the Middle East and be able to answer the question What went wrong?""""",Social Studies,198
HUMAN BEHAVIOR (240),Successful completion of Grade 10.,2.5,Semester,11-12,False,False,This course is designed to promote a better understanding of the study of human behavior and mental functioning.  Students will explore the history of psychology and analyze the research methods utilized in this discipline. They will discover theories used to explain human development personality motivation emotion stress and social behavior and complete a research-based project on mental illness and treatment. Human Behavior includes a variety of formal and informal discussions simulations and demonstrations individual and group projects as well as other oral and written assessments.,Social Studies,199
SOCIOLOGY (238),Successful completion of Grade 10.,2.5,Semester,11-12,False,False,The primary goal of this course is to develop a greater understanding of social relations group interactions the impact of the social environment on each of us and the social issues facing us today. This will be accomplished through sociological research oral presentations group discussions and other projects related to topics including culture socialization gender roles stratification and deviant behavior.,Social Studies,200
CONTEMPORARY AMERICAN HISTORY (225),Successful completion of US History 2.,2.5,Semester,12,False,False,This course is designed to more deeply investigate historical events of the recent past.  Starting with the election of Ronald Reagan and the re-emergence of a conservative political movement students will utilize a thematic approach to understand historical trends through the 21st century.  These themes will include economic developments domestic and foreign policy influences social pressures and political divisions.  By the end of this course students will have a stronger contextual understanding of the history of their own lifetimes.,Social Studies,201
WORLD RELIGIONS (226),None.,2.5,Semester,10-12,False,False,The goal of this course is to expose students to the experiences of religions throughout the world in order to build a deeper cultural understanding and participate in a diverse global society. This course is designed to provide a brief introduction to major religious traditions including Hinduism Buddhism Confucianism Daoism Judaism Christianity and Islam. By looking at both the origins of religion and our modern world students will have a fuller understanding of the beliefs culture and conflict surrounding the religions of the world. Students will understand the connection between religion and society and the many ways these two ideas are intertwined.  Topics of study will include each tradition’s historical origins conceptions of the sacred rituals and practices and contemporary trends.,Social Studies,202
